Place_Name,Registered_Users_Count,App_Openings,Quarter,Year,State
amreli district,31443,0,1,2018,gujarat
ahmadabad district,572811,0,1,2018,gujarat
dohad district,16212,0,1,2018,gujarat
navsari district,35437,0,1,2018,gujarat
patan district,41580,0,1,2018,gujarat
kachchh district,97838,0,1,2018,gujarat
surendranagar district,38223,0,1,2018,gujarat
morbi district,30329,0,1,2018,gujarat
anand district,90911,0,2,2018,gujarat
jamnagar district,68512,0,2,2018,gujarat
devbhumi dwarka district,20804,0,2,2018,gujarat
rajkot district,174778,0,2,2018,gujarat
aravallis district,29047,0,2,2018,gujarat
chhotaudepur district,9053,0,2,2018,gujarat
botad district,32883,0,2,2018,gujarat
bharuch district,134500,0,2,2018,gujarat
bhavnagar district,115812,0,2,2018,gujarat
junagadh district,46665,0,2,2018,gujarat
mahesana district,127614,0,2,2018,gujarat
the dangs district,3047,0,2,2018,gujarat
kheda district,60097,0,2,2018,gujarat
surat district,652372,0,2,2018,gujarat
porbandar district,16137,0,2,2018,gujarat
gandhinagar district,155539,0,2,2018,gujarat
panch mahals district,42575,0,2,2018,gujarat
narmada district,8940,0,2,2018,gujarat
gir somnath district,37769,0,2,2018,gujarat
valsad district,107556,0,2,2018,gujarat
mahisagar district,15010,0,2,2018,gujarat
sabar kantha district,59955,0,2,2018,gujarat
tapi district,19255,0,2,2018,gujarat
vadodara district,271730,0,2,2018,gujarat
banas kantha district,125849,0,2,2018,gujarat
amreli district,42021,0,2,2018,gujarat
ahmadabad district,751746,0,2,2018,gujarat
dohad district,21983,0,2,2018,gujarat
navsari district,47911,0,2,2018,gujarat
patan district,55482,0,2,2018,gujarat
kachchh district,128064,0,2,2018,gujarat
surendranagar district,51527,0,2,2018,gujarat
morbi district,40681,0,2,2018,gujarat
anand district,116188,0,3,2018,gujarat
jamnagar district,84886,0,3,2018,gujarat
devbhumi dwarka district,26394,0,3,2018,gujarat
rajkot district,215459,0,3,2018,gujarat
aravallis district,37199,0,3,2018,gujarat
chhotaudepur district,12302,0,3,2018,gujarat
botad district,40559,0,3,2018,gujarat
bharuch district,169322,0,3,2018,gujarat
bhavnagar district,141243,0,3,2018,gujarat
junagadh district,57716,0,3,2018,gujarat
mahesana district,157274,0,3,2018,gujarat
the dangs district,4052,0,3,2018,gujarat
kheda district,80213,0,3,2018,gujarat
surat district,808005,0,3,2018,gujarat
porbandar district,19921,0,3,2018,gujarat
gandhinagar district,190882,0,3,2018,gujarat
panch mahals district,53825,0,3,2018,gujarat
narmada district,11957,0,3,2018,gujarat
gir somnath district,47541,0,3,2018,gujarat
valsad district,136470,0,3,2018,gujarat
mahisagar district,19564,0,3,2018,gujarat
sabar kantha district,74642,0,3,2018,gujarat
tapi district,25095,0,3,2018,gujarat
vadodara district,335125,0,3,2018,gujarat
banas kantha district,159591,0,3,2018,gujarat
amreli district,53845,0,3,2018,gujarat
ahmadabad district,919252,0,3,2018,gujarat
dohad district,28857,0,3,2018,gujarat
navsari district,60676,0,3,2018,gujarat
patan district,68979,0,3,2018,gujarat
kachchh district,158762,0,3,2018,gujarat
surendranagar district,65325,0,3,2018,gujarat
morbi district,52062,0,3,2018,gujarat
anand district,146258,0,4,2018,gujarat
jamnagar district,103876,0,4,2018,gujarat
devbhumi dwarka district,32660,0,4,2018,gujarat
rajkot district,260602,0,4,2018,gujarat
aravallis district,46665,0,4,2018,gujarat
chhotaudepur district,16321,0,4,2018,gujarat
botad district,49066,0,4,2018,gujarat
bharuch district,211843,0,4,2018,gujarat
bhavnagar district,173699,0,4,2018,gujarat
junagadh district,70174,0,4,2018,gujarat
mahesana district,192493,0,4,2018,gujarat
the dangs district,5165,0,4,2018,gujarat
kheda district,103292,0,4,2018,gujarat
surat district,998807,0,4,2018,gujarat
porbandar district,24373,0,4,2018,gujarat
gandhinagar district,242368,0,4,2018,gujarat
panch mahals district,68139,0,4,2018,gujarat
narmada district,15550,0,4,2018,gujarat
gir somnath district,58991,0,4,2018,gujarat
valsad district,172711,0,4,2018,gujarat
mahisagar district,25483,0,4,2018,gujarat
sabar kantha district,91898,0,4,2018,gujarat
tapi district,31929,0,4,2018,gujarat
vadodara district,421895,0,4,2018,gujarat
banas kantha district,197774,0,4,2018,gujarat
amreli district,67020,0,4,2018,gujarat
ahmadabad district,1212636,0,4,2018,gujarat
dohad district,36773,0,4,2018,gujarat
navsari district,75930,0,4,2018,gujarat
patan district,84408,0,4,2018,gujarat
kachchh district,195295,0,4,2018,gujarat
surendranagar district,80167,0,4,2018,gujarat
morbi district,64779,0,4,2018,gujarat
anand district,175515,0,1,2019,gujarat
jamnagar district,121494,0,1,2019,gujarat
devbhumi dwarka district,38898,0,1,2019,gujarat
rajkot district,304415,0,1,2019,gujarat
aravallis district,56005,0,1,2019,gujarat
chhotaudepur district,20287,0,1,2019,gujarat
botad district,58126,0,1,2019,gujarat
bharuch district,252826,0,1,2019,gujarat
bhavnagar district,203617,0,1,2019,gujarat
junagadh district,82263,0,1,2019,gujarat
mahesana district,230403,0,1,2019,gujarat
the dangs district,6307,0,1,2019,gujarat
kheda district,124598,0,1,2019,gujarat
surat district,1180819,0,1,2019,gujarat
porbandar district,28860,0,1,2019,gujarat
gandhinagar district,291858,0,1,2019,gujarat
panch mahals district,81863,0,1,2019,gujarat
narmada district,19105,0,1,2019,gujarat
gir somnath district,69872,0,1,2019,gujarat
valsad district,209477,0,1,2019,gujarat
mahisagar district,31147,0,1,2019,gujarat
sabar kantha district,109651,0,1,2019,gujarat
tapi district,39195,0,1,2019,gujarat
vadodara district,502520,0,1,2019,gujarat
banas kantha district,239613,0,1,2019,gujarat
amreli district,79690,0,1,2019,gujarat
ahmadabad district,1450100,0,1,2019,gujarat
dohad district,45141,0,1,2019,gujarat
navsari district,91812,0,1,2019,gujarat
patan district,101323,0,1,2019,gujarat
kachchh district,231871,0,1,2019,gujarat
surendranagar district,95904,0,1,2019,gujarat
morbi district,77961,0,1,2019,gujarat
anand district,200007,829604,2,2019,gujarat
jamnagar district,138108,548729,2,2019,gujarat
devbhumi dwarka district,44975,154760,2,2019,gujarat
rajkot district,345178,1070493,2,2019,gujarat
aravallis district,64792,271675,2,2019,gujarat
chhotaudepur district,23917,92854,2,2019,gujarat
botad district,65918,257831,2,2019,gujarat
bharuch district,284296,1318343,2,2019,gujarat
bhavnagar district,230394,860365,2,2019,gujarat
junagadh district,94221,271227,2,2019,gujarat
mahesana district,259949,1242721,2,2019,gujarat
the dangs district,7532,37591,2,2019,gujarat
kheda district,144091,600534,2,2019,gujarat
surat district,1338584,5960403,2,2019,gujarat
porbandar district,33374,100742,2,2019,gujarat
gandhinagar district,333056,1907551,2,2019,gujarat
panch mahals district,92621,385797,2,2019,gujarat
narmada district,22503,101020,2,2019,gujarat
gir somnath district,79786,253664,2,2019,gujarat
valsad district,238764,1111437,2,2019,gujarat
mahisagar district,36155,138423,2,2019,gujarat
sabar kantha district,123754,534999,2,2019,gujarat
tapi district,45441,189646,2,2019,gujarat
vadodara district,572031,2539174,2,2019,gujarat
banas kantha district,271379,1204053,2,2019,gujarat
amreli district,91819,339203,2,2019,gujarat
ahmadabad district,1656341,9405838,2,2019,gujarat
dohad district,52197,204285,2,2019,gujarat
navsari district,106244,417352,2,2019,gujarat
patan district,115299,552351,2,2019,gujarat
kachchh district,261458,1230320,2,2019,gujarat
surendranagar district,110431,409241,2,2019,gujarat
morbi district,90030,348075,2,2019,gujarat
anand district,226293,3576103,3,2019,gujarat
jamnagar district,154042,1899038,3,2019,gujarat
devbhumi dwarka district,49534,509421,3,2019,gujarat
rajkot district,384852,3993364,3,2019,gujarat
aravallis district,73003,1020958,3,2019,gujarat
chhotaudepur district,27128,329896,3,2019,gujarat
botad district,72181,991985,3,2019,gujarat
bharuch district,315856,4792841,3,2019,gujarat
bhavnagar district,255608,3293381,3,2019,gujarat
junagadh district,104847,969001,3,2019,gujarat
mahesana district,286652,4457337,3,2019,gujarat
the dangs district,8306,116253,3,2019,gujarat
kheda district,162956,2432770,3,2019,gujarat
surat district,1481391,21408636,3,2019,gujarat
porbandar district,36834,330737,3,2019,gujarat
gandhinagar district,372464,7433206,3,2019,gujarat
panch mahals district,102546,1338850,3,2019,gujarat
narmada district,25267,363436,3,2019,gujarat
gir somnath district,88366,860095,3,2019,gujarat
valsad district,266134,3902867,3,2019,gujarat
mahisagar district,40679,466958,3,2019,gujarat
sabar kantha district,138237,2021301,3,2019,gujarat
tapi district,51028,646547,3,2019,gujarat
vadodara district,637678,9548665,3,2019,gujarat
banas kantha district,301373,4487309,3,2019,gujarat
amreli district,101453,1176949,3,2019,gujarat
ahmadabad district,1848860,35854721,3,2019,gujarat
dohad district,59460,737968,3,2019,gujarat
navsari district,118324,1417853,3,2019,gujarat
patan district,128573,2225161,3,2019,gujarat
kachchh district,285519,4167209,3,2019,gujarat
surendranagar district,122518,1455000,3,2019,gujarat
morbi district,101337,1215668,3,2019,gujarat
anand district,252401,3905511,4,2019,gujarat
jamnagar district,171337,2227178,4,2019,gujarat
devbhumi dwarka district,55209,621177,4,2019,gujarat
rajkot district,426178,4545689,4,2019,gujarat
aravallis district,83136,1295090,4,2019,gujarat
chhotaudepur district,31338,429297,4,2019,gujarat
botad district,80499,1181335,4,2019,gujarat
bharuch district,350619,5971371,4,2019,gujarat
bhavnagar district,286520,4080547,4,2019,gujarat
junagadh district,117357,1216157,4,2019,gujarat
mahesana district,316985,5363608,4,2019,gujarat
the dangs district,9594,151581,4,2019,gujarat
kheda district,182669,2664051,4,2019,gujarat
surat district,1624077,23613804,4,2019,gujarat
porbandar district,40962,385502,4,2019,gujarat
gandhinagar district,408526,8201437,4,2019,gujarat
panch mahals district,115707,1726942,4,2019,gujarat
narmada district,28910,492480,4,2019,gujarat
gir somnath district,98982,1160727,4,2019,gujarat
valsad district,296977,4849239,4,2019,gujarat
mahisagar district,47237,629528,4,2019,gujarat
sabar kantha district,155618,2589322,4,2019,gujarat
tapi district,58115,863661,4,2019,gujarat
vadodara district,700817,11292180,4,2019,gujarat
banas kantha district,339582,5546860,4,2019,gujarat
amreli district,114242,1576597,4,2019,gujarat
ahmadabad district,2015947,37991904,4,2019,gujarat
dohad district,69618,957179,4,2019,gujarat
navsari district,131460,1723534,4,2019,gujarat
patan district,144779,2497573,4,2019,gujarat
kachchh district,314732,4871076,4,2019,gujarat
surendranagar district,138218,1846653,4,2019,gujarat
morbi district,115451,1504967,4,2019,gujarat
anand district,277835,4127652,1,2020,gujarat
jamnagar district,188224,2298804,1,2020,gujarat
devbhumi dwarka district,61293,730723,1,2020,gujarat
rajkot district,469636,5039899,1,2020,gujarat
aravallis district,94716,1602742,1,2020,gujarat
chhotaudepur district,36116,529547,1,2020,gujarat
botad district,88241,1198952,1,2020,gujarat
bharuch district,384819,6765391,1,2020,gujarat
bhavnagar district,315412,4262838,1,2020,gujarat
junagadh district,130231,1358193,1,2020,gujarat
mahesana district,349897,6028256,1,2020,gujarat
the dangs district,10877,181854,1,2020,gujarat
kheda district,204548,3047323,1,2020,gujarat
surat district,1772703,27362139,1,2020,gujarat
porbandar district,45383,444447,1,2020,gujarat
gandhinagar district,445290,8879457,1,2020,gujarat
panch mahals district,129831,1963840,1,2020,gujarat
narmada district,33074,595463,1,2020,gujarat
gir somnath district,110211,1337958,1,2020,gujarat
valsad district,330053,5604622,1,2020,gujarat
mahisagar district,54880,782289,1,2020,gujarat
sabar kantha district,174426,3030789,1,2020,gujarat
tapi district,65634,1036092,1,2020,gujarat
vadodara district,763969,12483845,1,2020,gujarat
banas kantha district,386212,7051669,1,2020,gujarat
amreli district,126423,1611436,1,2020,gujarat
ahmadabad district,2185983,40521157,1,2020,gujarat
dohad district,81529,1236284,1,2020,gujarat
navsari district,146018,1993140,1,2020,gujarat
patan district,164027,2890050,1,2020,gujarat
kachchh district,347270,5714637,1,2020,gujarat
surendranagar district,154610,2101503,1,2020,gujarat
morbi district,130472,1792131,1,2020,gujarat
anand district,307408,3806180,2,2020,gujarat
jamnagar district,208647,2264637,2,2020,gujarat
devbhumi dwarka district,69591,833260,2,2020,gujarat
rajkot district,522650,4850731,2,2020,gujarat
aravallis district,109491,2026596,2,2020,gujarat
chhotaudepur district,43696,767414,2,2020,gujarat
botad district,100129,1724159,2,2020,gujarat
bharuch district,423017,6655417,2,2020,gujarat
bhavnagar district,354301,5050744,2,2020,gujarat
junagadh district,147012,1678274,2,2020,gujarat
mahesana district,389562,6476731,2,2020,gujarat
the dangs district,12754,242151,2,2020,gujarat
kheda district,232123,3424229,2,2020,gujarat
surat district,1935894,21659619,2,2020,gujarat
porbandar district,50733,518063,2,2020,gujarat
gandhinagar district,488351,7343038,2,2020,gujarat
panch mahals district,148675,2136842,2,2020,gujarat
narmada district,39531,762775,2,2020,gujarat
gir somnath district,125777,1902233,2,2020,gujarat
valsad district,372771,5991227,2,2020,gujarat
mahisagar district,64428,1138847,2,2020,gujarat
sabar kantha district,196035,3368537,2,2020,gujarat
tapi district,76018,1298227,2,2020,gujarat
vadodara district,830759,10076172,2,2020,gujarat
banas kantha district,446603,8305317,2,2020,gujarat
amreli district,145486,2447389,2,2020,gujarat
ahmadabad district,2384154,31306891,2,2020,gujarat
dohad district,102250,1808011,2,2020,gujarat
navsari district,166398,2282454,2,2020,gujarat
patan district,185703,3289294,2,2020,gujarat
kachchh district,385480,5599740,2,2020,gujarat
surendranagar district,176758,2588128,2,2020,gujarat
morbi district,150472,1641032,2,2020,gujarat
anand district,336799,4331672,3,2020,gujarat
jamnagar district,227798,2485735,3,2020,gujarat
devbhumi dwarka district,76991,860629,3,2020,gujarat
rajkot district,573062,5528685,3,2020,gujarat
aravallis district,122687,2133497,3,2020,gujarat
chhotaudepur district,49929,741433,3,2020,gujarat
botad district,109438,1607234,3,2020,gujarat
bharuch district,462292,8024617,3,2020,gujarat
bhavnagar district,387781,5290196,3,2020,gujarat
junagadh district,163177,1718468,3,2020,gujarat
mahesana district,427950,7432916,3,2020,gujarat
the dangs district,14501,254123,3,2020,gujarat
kheda district,256968,3629599,3,2020,gujarat
surat district,2092712,23450291,3,2020,gujarat
porbandar district,56130,556557,3,2020,gujarat
gandhinagar district,529771,9721563,3,2020,gujarat
panch mahals district,165251,2379253,3,2020,gujarat
narmada district,44654,787689,3,2020,gujarat
gir somnath district,139141,1786233,3,2020,gujarat
valsad district,410740,6542204,3,2020,gujarat
mahisagar district,73191,1039369,3,2020,gujarat
sabar kantha district,218309,4022650,3,2020,gujarat
tapi district,84921,1370436,3,2020,gujarat
vadodara district,901492,13501217,3,2020,gujarat
banas kantha district,501471,9413818,3,2020,gujarat
amreli district,161288,2326604,3,2020,gujarat
ahmadabad district,2580178,43984650,3,2020,gujarat
dohad district,118431,1832118,3,2020,gujarat
navsari district,183779,2416323,3,2020,gujarat
patan district,206708,3658324,3,2020,gujarat
kachchh district,423729,6675502,3,2020,gujarat
surendranagar district,197594,2754011,3,2020,gujarat
morbi district,168984,2144856,3,2020,gujarat
anand district,367561,5362999,4,2020,gujarat
jamnagar district,248187,2953949,4,2020,gujarat
devbhumi dwarka district,84750,1018943,4,2020,gujarat
rajkot district,627654,6696956,4,2020,gujarat
aravallis district,135616,2560222,4,2020,gujarat
chhotaudepur district,56282,902789,4,2020,gujarat
botad district,117629,1521917,4,2020,gujarat
bharuch district,508005,10786740,4,2020,gujarat
bhavnagar district,419697,5661522,4,2020,gujarat
junagadh district,178595,1940195,4,2020,gujarat
mahesana district,464932,8801141,4,2020,gujarat
the dangs district,16317,322911,4,2020,gujarat
kheda district,282429,4361153,4,2020,gujarat
surat district,2278232,34575532,4,2020,gujarat
porbandar district,62166,676620,4,2020,gujarat
gandhinagar district,572461,11718890,4,2020,gujarat
panch mahals district,182696,2927538,4,2020,gujarat
narmada district,50130,992643,4,2020,gujarat
gir somnath district,152104,1987260,4,2020,gujarat
valsad district,452628,8644503,4,2020,gujarat
mahisagar district,81588,1232668,4,2020,gujarat
sabar kantha district,240357,4888877,4,2020,gujarat
tapi district,94476,1765259,4,2020,gujarat
vadodara district,980658,17540053,4,2020,gujarat
banas kantha district,551645,10634353,4,2020,gujarat
amreli district,176011,2282316,4,2020,gujarat
ahmadabad district,2787991,54175819,4,2020,gujarat
dohad district,132954,2063724,4,2020,gujarat
navsari district,201412,3007453,4,2020,gujarat
patan district,227441,4369785,4,2020,gujarat
kachchh district,466855,8257809,4,2020,gujarat
surendranagar district,216954,3173754,4,2020,gujarat
morbi district,188790,2691060,4,2020,gujarat
anand district,395164,5855859,1,2021,gujarat
jamnagar district,267315,3413685,1,2021,gujarat
devbhumi dwarka district,91653,1125352,1,2021,gujarat
rajkot district,677301,7803138,1,2021,gujarat
aravallis district,146811,2774336,1,2021,gujarat
chhotaudepur district,61097,970270,1,2021,gujarat
botad district,126302,1642524,1,2021,gujarat
bharuch district,548541,12399575,1,2021,gujarat
bhavnagar district,450462,5750612,1,2021,gujarat
junagadh district,192500,2001820,1,2021,gujarat
mahesana district,500511,9595361,1,2021,gujarat
the dangs district,17658,350858,1,2021,gujarat
kheda district,304909,4828751,1,2021,gujarat
surat district,2458596,41476549,1,2021,gujarat
porbandar district,67063,725183,1,2021,gujarat
gandhinagar district,615315,13654781,1,2021,gujarat
panch mahals district,197602,3236700,1,2021,gujarat
narmada district,54427,1070694,1,2021,gujarat
gir somnath district,163763,2007742,1,2021,gujarat
valsad district,489062,10057529,1,2021,gujarat
mahisagar district,88343,1262035,1,2021,gujarat
sabar kantha district,259578,5343748,1,2021,gujarat
tapi district,102144,1963282,1,2021,gujarat
vadodara district,1053954,20042908,1,2021,gujarat
banas kantha district,598384,12443664,1,2021,gujarat
amreli district,189252,2198433,1,2021,gujarat
ahmadabad district,2999575,63813424,1,2021,gujarat
dohad district,144445,2338472,1,2021,gujarat
navsari district,216841,3189672,1,2021,gujarat
patan district,246083,4877445,1,2021,gujarat
kachchh district,505517,9800171,1,2021,gujarat
surendranagar district,234429,3456434,1,2021,gujarat
morbi district,205529,3261867,1,2021,gujarat
anand district,422965,5154924,2,2021,gujarat
jamnagar district,287113,5057707,2,2021,gujarat
devbhumi dwarka district,98957,3134118,2,2021,gujarat
rajkot district,726817,9593985,2,2021,gujarat
aravallis district,158083,5332899,2,2021,gujarat
chhotaudepur district,66155,3188155,2,2021,gujarat
botad district,135845,3457428,2,2021,gujarat
bharuch district,588777,12729351,2,2021,gujarat
bhavnagar district,483224,7322593,2,2021,gujarat
junagadh district,207118,4070018,2,2021,gujarat
mahesana district,536645,9759520,2,2021,gujarat
the dangs district,19033,1976849,2,2021,gujarat
kheda district,327251,5529938,2,2021,gujarat
surat district,2633443,29247704,2,2021,gujarat
porbandar district,72172,1437404,2,2021,gujarat
gandhinagar district,658428,9936713,2,2021,gujarat
panch mahals district,212616,4678402,2,2021,gujarat
narmada district,58790,3238851,2,2021,gujarat
gir somnath district,176061,3419888,2,2021,gujarat
valsad district,524614,9184319,2,2021,gujarat
mahisagar district,95143,3203297,2,2021,gujarat
sabar kantha district,278539,7088156,2,2021,gujarat
tapi district,109719,4093925,2,2021,gujarat
vadodara district,1127636,15605412,2,2021,gujarat
banas kantha district,645073,18355543,2,2021,gujarat
amreli district,204136,5600950,2,2021,gujarat
ahmadabad district,3209841,43943326,2,2021,gujarat
dohad district,155988,5021344,2,2021,gujarat
navsari district,232448,4010253,2,2021,gujarat
patan district,265040,6916848,2,2021,gujarat
kachchh district,543585,17784778,2,2021,gujarat
surendranagar district,253097,8057144,2,2021,gujarat
morbi district,221629,5300801,2,2021,gujarat
anand district,454516,6900160,3,2021,gujarat
jamnagar district,309842,6879580,3,2021,gujarat
devbhumi dwarka district,107517,4310397,3,2021,gujarat
rajkot district,782611,13876245,3,2021,gujarat
aravallis district,171101,6762291,3,2021,gujarat
chhotaudepur district,72071,3853239,3,2021,gujarat
botad district,146842,4926482,3,2021,gujarat
bharuch district,634589,16949930,3,2021,gujarat
bhavnagar district,520764,9381379,3,2021,gujarat
junagadh district,223916,5211050,3,2021,gujarat
mahesana district,578072,12920050,3,2021,gujarat
the dangs district,20709,2684008,3,2021,gujarat
kheda district,352948,7212127,3,2021,gujarat
surat district,2830392,40635199,3,2021,gujarat
porbandar district,78063,1911079,3,2021,gujarat
gandhinagar district,706654,13323374,3,2021,gujarat
panch mahals district,229915,6133463,3,2021,gujarat
narmada district,63821,4425170,3,2021,gujarat
gir somnath district,190336,4151926,3,2021,gujarat
valsad district,565423,11974387,3,2021,gujarat
mahisagar district,103140,3964068,3,2021,gujarat
sabar kantha district,300258,9248561,3,2021,gujarat
tapi district,118730,5066590,3,2021,gujarat
vadodara district,1210266,20471153,3,2021,gujarat
banas kantha district,698841,25209534,3,2021,gujarat
amreli district,221334,7968878,3,2021,gujarat
ahmadabad district,3445024,59071276,3,2021,gujarat
dohad district,169037,6295402,3,2021,gujarat
navsari district,250233,5157919,3,2021,gujarat
patan district,287021,9346449,3,2021,gujarat
kachchh district,587589,25294185,3,2021,gujarat
surendranagar district,274891,10995970,3,2021,gujarat
morbi district,240295,7475630,3,2021,gujarat
anand district,485306,9981987,4,2021,gujarat
jamnagar district,331942,6896774,4,2021,gujarat
devbhumi dwarka district,115900,2359435,4,2021,gujarat
rajkot district,837869,15665197,4,2021,gujarat
aravallis district,183617,5917538,4,2021,gujarat
chhotaudepur district,77777,1850678,4,2021,gujarat
botad district,157462,4378199,4,2021,gujarat
bharuch district,679705,23721158,4,2021,gujarat
bhavnagar district,558013,10583117,4,2021,gujarat
junagadh district,240022,3983195,4,2021,gujarat
mahesana district,618376,18408357,4,2021,gujarat
the dangs district,22325,682005,4,2021,gujarat
kheda district,377827,8810443,4,2021,gujarat
surat district,3026960,70043416,4,2021,gujarat
porbandar district,83713,1326247,4,2021,gujarat
gandhinagar district,754369,23172671,4,2021,gujarat
panch mahals district,246694,6699089,4,2021,gujarat
narmada district,68577,2219237,4,2021,gujarat
gir somnath district,204170,4304710,4,2021,gujarat
valsad district,605655,20362236,4,2021,gujarat
mahisagar district,110939,2564905,4,2021,gujarat
sabar kantha district,321717,10478837,4,2021,gujarat
tapi district,127186,3764085,4,2021,gujarat
vadodara district,1292097,33004408,4,2021,gujarat
banas kantha district,751116,29341685,4,2021,gujarat
amreli district,237874,5251219,4,2021,gujarat
ahmadabad district,3679243,106054208,4,2021,gujarat
dohad district,181787,5398314,4,2021,gujarat
navsari district,267352,5803020,4,2021,gujarat
patan district,308499,9755228,4,2021,gujarat
kachchh district,630878,20539880,4,2021,gujarat
surendranagar district,295801,7294918,4,2021,gujarat
morbi district,258433,7229813,4,2021,gujarat
anand district,514400,7167547,1,2022,gujarat
jamnagar district,352844,11272088,1,2022,gujarat
devbhumi dwarka district,123599,10163939,1,2022,gujarat
rajkot district,889499,21835586,1,2022,gujarat
aravallis district,195778,13826407,1,2022,gujarat
chhotaudepur district,83102,9593557,1,2022,gujarat
botad district,167646,11054773,1,2022,gujarat
bharuch district,722367,22613416,1,2022,gujarat
bhavnagar district,593259,14665634,1,2022,gujarat
junagadh district,255421,10584411,1,2022,gujarat
mahesana district,656908,15122677,1,2022,gujarat
the dangs district,23744,5058807,1,2022,gujarat
kheda district,401982,10309975,1,2022,gujarat
surat district,3210535,25388620,1,2022,gujarat
porbandar district,89084,3467401,1,2022,gujarat
gandhinagar district,799301,9240181,1,2022,gujarat
panch mahals district,263066,11638061,1,2022,gujarat
narmada district,73152,10102922,1,2022,gujarat
gir somnath district,217816,7182103,1,2022,gujarat
valsad district,643742,11625495,1,2022,gujarat
mahisagar district,118430,8605093,1,2022,gujarat
sabar kantha district,342020,15498082,1,2022,gujarat
tapi district,135297,8491029,1,2022,gujarat
vadodara district,1368210,17275828,1,2022,gujarat
banas kantha district,802470,50103535,1,2022,gujarat
amreli district,253714,21192598,1,2022,gujarat
ahmadabad district,3897869,37428068,1,2022,gujarat
dohad district,194298,13091132,1,2022,gujarat
navsari district,283795,7740515,1,2022,gujarat
patan district,329312,17459087,1,2022,gujarat
kachchh district,671465,46433002,1,2022,gujarat
surendranagar district,315677,22854956,1,2022,gujarat
morbi district,275512,13690414,1,2022,gujarat
anand district,541890,7236033,2,2022,gujarat
jamnagar district,372354,12188995,2,2022,gujarat
devbhumi dwarka district,130591,13208562,2,2022,gujarat
rajkot district,937863,24500393,2,2022,gujarat
aravallis district,206898,17033575,2,2022,gujarat
chhotaudepur district,87903,11318925,2,2022,gujarat
botad district,177233,13628450,2,2022,gujarat
bharuch district,762752,24641932,2,2022,gujarat
bhavnagar district,626197,18525992,2,2022,gujarat
junagadh district,269699,12317381,2,2022,gujarat
mahesana district,692794,17872342,2,2022,gujarat
the dangs district,25026,6868251,2,2022,gujarat
kheda district,424243,11926637,2,2022,gujarat
surat district,3385398,25782369,2,2022,gujarat
porbandar district,93938,4290977,2,2022,gujarat
gandhinagar district,841732,8826550,2,2022,gujarat
panch mahals district,277783,13730984,2,2022,gujarat
narmada district,77313,12964941,2,2022,gujarat
gir somnath district,230290,9190564,2,2022,gujarat
valsad district,679340,13855143,2,2022,gujarat
mahisagar district,125105,10788262,2,2022,gujarat
sabar kantha district,360675,18555269,2,2022,gujarat
tapi district,142824,10380992,2,2022,gujarat
vadodara district,1440949,19565706,2,2022,gujarat
banas kantha district,849884,61411670,2,2022,gujarat
amreli district,268232,28086720,2,2022,gujarat
ahmadabad district,4105172,37385392,2,2022,gujarat
dohad district,205476,16850083,2,2022,gujarat
navsari district,299199,10087059,2,2022,gujarat
patan district,348256,20058579,2,2022,gujarat
kachchh district,709339,53661492,2,2022,gujarat
surendranagar district,333698,26953553,2,2022,gujarat
morbi district,291550,16249663,2,2022,gujarat
anand district,570211,7663778,3,2022,gujarat
jamnagar district,391677,15828687,3,2022,gujarat
devbhumi dwarka district,136943,15945131,3,2022,gujarat
rajkot district,986904,31404029,3,2022,gujarat
aravallis district,217755,19551310,3,2022,gujarat
chhotaudepur district,92089,13788338,3,2022,gujarat
botad district,186625,15729417,3,2022,gujarat
bharuch district,803845,24985089,3,2022,gujarat
bhavnagar district,659228,22529367,3,2022,gujarat
junagadh district,283145,13570972,3,2022,gujarat
mahesana district,729723,21478805,3,2022,gujarat
the dangs district,26180,8364976,3,2022,gujarat
kheda district,446779,13172712,3,2022,gujarat
surat district,3567767,25192019,3,2022,gujarat
porbandar district,98587,4938585,3,2022,gujarat
gandhinagar district,885535,9731484,3,2022,gujarat
panch mahals district,292755,16286040,3,2022,gujarat
narmada district,81169,12729908,3,2022,gujarat
gir somnath district,242764,10375694,3,2022,gujarat
valsad district,716467,15625470,3,2022,gujarat
mahisagar district,131554,12902389,3,2022,gujarat
sabar kantha district,379718,21747099,3,2022,gujarat
tapi district,149968,10482703,3,2022,gujarat
vadodara district,1515556,19765164,3,2022,gujarat
banas kantha district,896869,77028892,3,2022,gujarat
amreli district,281819,32567387,3,2022,gujarat
ahmadabad district,4319512,39280139,3,2022,gujarat
dohad district,216199,19811697,3,2022,gujarat
navsari district,314617,9787723,3,2022,gujarat
patan district,367059,22613364,3,2022,gujarat
kachchh district,747079,60380130,3,2022,gujarat
surendranagar district,351078,34325117,3,2022,gujarat
morbi district,307545,19538289,3,2022,gujarat
anand district,596600,13791621,4,2022,gujarat
jamnagar district,409567,11777204,4,2022,gujarat
devbhumi dwarka district,142445,4626888,4,2022,gujarat
rajkot district,1033159,27915336,4,2022,gujarat
aravallis district,227402,10450616,4,2022,gujarat
chhotaudepur district,95806,3500701,4,2022,gujarat
botad district,195219,8669321,4,2022,gujarat
bharuch district,842519,37564473,4,2022,gujarat
bhavnagar district,690130,18372408,4,2022,gujarat
junagadh district,294941,6587448,4,2022,gujarat
mahesana district,763693,29019487,4,2022,gujarat
the dangs district,27218,1087847,4,2022,gujarat
kheda district,467640,15216766,4,2022,gujarat
